0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
2.57501847159039,2.85446279730101,3.14056055933808,2.06270387445425,1.10239123133759,1.61692364058254,1.48163710194486,0.927184074741245,2.14919854669801,2.65264189539889,2.60828565322261,2.06270387445425,2.08488199554239,2.67925564070467,1.88306109364028,0.991500625896864,1.55482490153574,2.55727597471987,2.66151314383415,2.84337373675694,1.87640765731383,2.07157512288951,3.02301651757091,2.28448508533569,1.47054804140079,2.10040668030409,2.02278325649559,1.75221017922022,3.17382774097029,3.72828076817391,2.96313559063292,1.97620920221048,1.95403108112234,2.79901749458065,2.80567093090709,1.96068451744878,2.22903978261533,2.01834763227796,3.00305620859158,2.23791103105059,0,3.49627542495728
2.57945409580802,2.85889842151864,3.1449961835557,2.06935731078069,1.1046090434464,1.61914145269136,1.48163710194486,0.92940188685006,2.15363417091564,2.65929533172534,2.61272127744023,2.06492168656306,2.08931761976002,2.68590907703111,1.88749671785791,0.993718438005679,1.55926052575337,2.55949378682869,2.66151314383415,2.84780936097457,1.88084328153146,2.07157512288951,3.02301651757091,2.28670289744451,1.4727658535096,2.10706011663054,2.02943669282203,1.75664580343785,3.18491680151436,3.73936982871798,2.96978902695936,1.98064482642811,1.96068451744878,2.80345311879828,2.81232436723354,1.9629023295576,2.23791103105059,2.02278325649559,3.01192745702684,2.24012884315941,0,3.45154118537903
2.58167190791683,2.86111623362745,3.14943180777333,2.07157512288951,1.10904466766403,1.61914145269136,1.48607272616249,0.931619698958874,2.15585198302446,2.65707751961652,2.61272127744023,2.06935731078069,2.09153543186884,2.67925564070467,1.88749671785791,0.995936250114493,1.55926052575337,2.5617115989375,2.66594876805178,2.8522449851922,1.88084328153146,2.07822855921595,3.02745214178854,2.28892070955332,1.47720147772723,2.10927792873935,2.03165450493085,1.75886361554667,3.18935242573199,3.74602326504442,2.97200683906818,1.98286263853693,1.9629023295576,2.80345311879828,2.81232436723354,1.96733795377523,2.24012884315941,2.02278325649559,3.01414526913565,2.24456446737703,0,3.49037432670593
2.5772362836992,2.85889842151864,3.1449961835557,2.06935731078069,1.10239123133759,1.61914145269136,1.48163710194486,0.927184074741245,2.15585198302446,2.65707751961652,2.61050346533142,2.06270387445425,2.08931761976002,2.6836912649223,1.88306109364028,0.991500625896864,1.55926052575337,2.5617115989375,2.66151314383415,2.84780936097457,1.88084328153146,2.07601074710713,3.02523432967972,2.28670289744451,1.47054804140079,2.10706011663054,2.03165450493085,1.75664580343785,3.18491680151436,3.74380545293561,2.96978902695936,1.98064482642811,1.96733795377523,2.80123530668946,2.81010655512472,1.96068451744878,2.24456446737703,2.01834763227796,3.00970964491802,2.24012884315941,0,3.46134448051453
2.5772362836992,2.86111623362745,3.14721399566452,2.06935731078069,1.10682685555522,1.61914145269136,1.48385491405367,0.92940188685006,2.15806979513327,2.65929533172534,2.61493908954905,2.06492168656306,2.09153543186884,2.6836912649223,1.88971452996672,0.993718438005679,1.56147833786218,2.56392941104632,2.66151314383415,2.84780936097457,1.88306109364028,2.07601074710713,3.02523432967972,2.28670289744451,1.4727658535096,2.10706011663054,2.03165450493085,1.75886361554667,3.18713461362318,3.74602326504442,2.96978902695936,1.98064482642811,1.96068451744878,2.80567093090709,2.81454217934235,1.96733795377523,2.24012884315941,2.02278325649559,3.01414526913565,2.24456446737703,0,3.44649648666382
2.58167190791683,2.86111623362745,3.15164961988215,2.07379293499832,1.10682685555522,1.62135926480017,1.48607272616249,0.933837511067688,2.15585198302446,2.65707751961652,2.61272127744023,2.06713949867188,2.08709980765121,2.6836912649223,1.88749671785791,0.995936250114493,1.55926052575337,2.56614722315513,2.6681665801606,2.85446279730101,1.88084328153146,2.08044637132476,3.02966995389735,2.29113852166214,1.47498366561842,2.10927792873935,2.03609012914847,1.76108142765548,3.19157023784081,3.74602326504442,2.97422465117699,1.98508045064574,1.96733795377523,2.80567093090709,2.81232436723354,1.96955576588404,2.24456446737703,2.02278325649559,3.01414526913565,2.24678227948585,0,3.43450379371643
2.58167190791683,2.86333404573627,3.14943180777333,2.07379293499832,1.10682685555522,1.62135926480017,1.48385491405367,0.931619698958874,2.15806979513327,2.65929533172534,2.61050346533142,2.06492168656306,2.09153543186884,2.6836912649223,1.88527890574909,0.993718438005679,1.56591396207981,2.56392941104632,2.66594876805178,2.8522449851922,1.88527890574909,2.07822855921595,3.02966995389735,2.28892070955332,1.47498366561842,2.11149574084817,2.03609012914847,1.75886361554667,3.19157023784081,3.74824107715324,2.97422465117699,1.98286263853693,1.96955576588404,2.80567093090709,2.81454217934235,1.96512014166641,2.24678227948585,2.02278325649559,3.01414526913565,2.24456446737703,0,3.41147041320801
2.57501847159039,2.85668060940982,3.1449961835557,2.06713949867188,1.10239123133759,1.61692364058254,1.47941928983605,0.927184074741245,2.15806979513327,2.65707751961652,2.59719659267853,2.05826825023662,2.09153543186884,2.68147345281348,1.87418984520502,0.98928281378805,1.56369614997099,2.55949378682869,2.66151314383415,2.84559154886575,1.88527890574909,2.07379293499832,3.02301651757091,2.28448508533569,1.47054804140079,2.10484230452172,2.03165450493085,1.75442799132904,3.18491680151436,3.74380545293561,2.96978902695936,1.9784270143193,1.96512014166641,2.80788874301591,2.80567093090709,1.95624889323115,2.24456446737703,2.02278325649559,3.00749183280921,2.23569321894178,0,3.42707991600037
2.58388972002565,2.86111623362745,3.14943180777333,2.07157512288951,1.10904466766403,1.62135926480017,1.48385491405367,0.92940188685006,2.14919854669801,2.65042408329008,2.60385002900498,2.05383262601899,2.08266418343358,2.67703782859585,1.88084328153146,0.987065001679235,1.55704271364455,2.56392941104632,2.65929533172534,2.84559154886575,1.88084328153146,2.07822855921595,3.02301651757091,2.28226727322688,1.47720147772723,2.11149574084817,2.03387231703966,1.76108142765548,3.19378804994962,3.74824107715324,2.97200683906818,1.98508045064574,1.95624889323115,2.80567093090709,2.81010655512472,1.96512014166641,2.23569321894178,2.02278325649559,3.01192745702684,2.24234665526822,0,3.41518235206604
2.57945409580802,2.85889842151864,3.1449961835557,2.06713949867188,1.10682685555522,1.61692364058254,1.48163710194486,0.924966262632431,2.1469807345892,2.64820627118127,2.60163221689616,2.05383262601899,2.08266418343358,2.67260220437822,1.87862546942265,0.987065001679235,1.56147833786218,2.55949378682869,2.66373095594297,2.85002717308338,1.88306109364028,2.07157512288951,3.02745214178854,2.28892070955332,1.47054804140079,2.10706011663054,2.02943669282203,1.75221017922022,3.18713461362318,3.74380545293561,2.96978902695936,1.97620920221048,1.96512014166641,2.80345311879828,2.81232436723354,1.9629023295576,2.24234665526822,2.02278325649559,3.01414526913565,2.24234665526822,0,3.38805627822876
